name,time,speed
speed,1678498850861376295,0
speed,1678498851858305206,0
speed,1678498852857521076,0
speed,1678498853857867048,0
speed,1678498854861124811,0
speed,1678498855884944751,0
speed,1678498856866974879,0
speed,1678498857892030666,0
speed,1678498858871706490,0
speed,1678498859869250266,0
speed,1678498860871778350,0
speed,1678498861867972597,0
speed,1678498862868977146,0
speed,1678498863869737602,0
speed,1678498864871473578,0
speed,1678498865906664701,0
speed,1678498866897744479,0
speed,1678498867895463904,0
speed,1678498868908728874,0
speed,1678498869901536746,0
speed,1678498870905689084,0
speed,1678498871942946786,0
speed,1678498872922905957,0
speed,1678498873924315941,0
speed,1678498874926251038,0
speed,1678498875940344912,0
speed,1678498876943443355,0
speed,1678498877940009108,0
speed,1678498878943714657,0
speed,1678498879945005522,0
speed,1678498880941650332,0
speed,1678498881942452903,0
speed,1678498882942709197,0
speed,1678498883942681866,0
speed,1678498884946363397,0
speed,1678498885944856382,0
speed,1678498886946842816,0
speed,1678498887944535741,0
speed,1678498888948167076,0
speed,1678498889946017426,0
speed,1678498890949427234,0
speed,1678498891950419908,0
speed,1678498892947231415,0
speed,1678498893948175841,0
speed,1678498894950585102,0
speed,1678498895946850050,1
speed,1678498896950172244,0
speed,1678498897947669599,0
speed,1678498898951728063,0
speed,1678498899950249391,0
speed,1678498900951562982,0
speed,1678498901950020695,0
speed,1678498902948588891,0
speed,1678498903949318266,0
speed,1678498904952694386,0
speed,1678498905950922685,0
speed,1678498906954410344,0
speed,1678498907950971720,0
speed,1678498908954602064,0
speed,1678498909968772309,0
speed,1678498910973545165,0
speed,1678498911973056556,0
speed,1678498912969944982,0
speed,1678498913970039519,0
speed,1678498914972173674,0
speed,1678498915970105150,0
speed,1678498916970701130,0
speed,1678498917973242460,0
speed,1678498918973977217,0
speed,1678498919970412421,0
speed,1678498920972732184,0
speed,1678498921970326567,0
speed,1678498922969880673,0
speed,1678498923982879586,0
speed,1678498924974940868,0
speed,1678498925969938370,0
speed,1678498926974024496,0
speed,1678498927971448657,0
speed,1678498928974181448,0
speed,1678498929971226736,0
speed,1678498930974287885,0
speed,1678498931971319609,0
speed,1678498932970982766,0
speed,1678498933974370307,0
speed,1678498934975513522,0
speed,1678498935971883126,0
speed,1678498936974103749,0
speed,1678498937972048462,0
speed,1678498938975466023,0
speed,1678498939983378164,0
speed,1678498940984138450,0
speed,1678498941981391252,0
speed,1678498942980834242,0
speed,1678498943981311607,0
speed,1678498944984647952,0
speed,1678498945984995919,0
speed,1678498946985348640,0
speed,1678498947982821575,0
speed,1678498948986665417,0
speed,1678498949982982563,0
speed,1678498950986346441,0
speed,1678498951983757765,0
speed,1678498952983260843,0
speed,1678498953986442109,0
speed,1678498954984249980,0
speed,1678498955984737147,0
speed,1678498956988218450,0
speed,1678498957984381803,0
speed,1678498958988347814,0
speed,1678498959987793489,0
speed,1678498960992134991,0
speed,1678498961988790371,0
speed,1678498962989109459,0
speed,1678498963992778668,0
speed,1678498964991951603,0
speed,1678498965989073697,0
speed,1678498966993737984,0
speed,1678498967989668195,1
speed,1678498968994758701,0
speed,1678498969994918929,0
speed,1678498970994917089,0
speed,1678498971991671248,0
speed,1678498972992652285,0
speed,1678498973991810289,0
speed,1678498974995434543,0
speed,1678498975993812846,0
speed,1678498976994489097,0
speed,1678498977995352494,0
speed,1678498978997576405,0
speed,1678498979995639245,0
speed,1678498980999643781,0
speed,1678498981996955147,0
speed,1678498982996212019,0
speed,1678498983997119297,1
speed,1678498985001154666,0
speed,1678498986000942507,0
speed,1678498987000959681,0
speed,1678498987998628724,0
speed,1678498988997410889,0
speed,1678498989998494336,0
speed,1678498991003032850,0
speed,1678498992005130110,0
speed,1678498993002085530,0
speed,1678498994001474105,0
speed,1678498995005169662,0
speed,1678498996000478061,0
speed,1678498997003603912,0
speed,1678498998000891631,0
speed,1678498999001179319,0
speed,1678499000001049422,0
speed,1678499001005914934,0
speed,1678499002005609700,0
speed,1678499003002965659,0
speed,1678499004003738820,0
speed,1678499005008806671,0
speed,1678499006005859963,0
speed,1678499007009762076,0
speed,1678499008005973998,0
speed,1678499009007333464,0
speed,1678499010021522758,0
speed,1678499011020844205,0
speed,1678499012019749316,0
speed,1678499013019880672,0
speed,1678499014019389288,0
speed,1678499015021864333,0
speed,1678499016022577020,0
speed,1678499017023129877,0
speed,1678499018020295139,0
speed,1678499019020268341,0
speed,1678499020020317649,0
speed,1678499021024307173,0
speed,1678499022020466612,0
speed,1678499023019912735,0
speed,1678499024020295784,0
speed,1678499025024484677,0
speed,1678499026023537457,0
speed,1678499027024215122,0
speed,1678499028022396063,0
speed,1678499029022783860,0
speed,1678499030023613277,0
speed,1678499031027313395,0
speed,1678499032024105080,0
speed,1678499033029961650,45
speed,1678499034033155249,0
speed,1678499035029550829,0
speed,1678499036024917321,0
speed,1678499037024689337,0
speed,1678499038025696555,0
speed,1678499039028316054,0
speed,1678499040026136621,1
speed,1678499041029572747,0
speed,1678499042028314002,0
speed,1678499043025890128,0
speed,1678499044026254509,0
speed,1678499045037414897,0
speed,1678499046031197986,0
speed,1678499047034882043,0
speed,1678499048031540636,0
speed,1678499049036626103,0
speed,1678499050033056701,0
speed,1678499051037363296,0
speed,1678499052033204967,0
speed,1678499053034124808,0
speed,1678499054042755857,0
speed,1678499055037343725,0
speed,1678499056049277824,0
speed,1678499057052217840,0
speed,1678499058051003341,0
speed,1678499059053761194,0
speed,1678499060050779763,0
speed,1678499061054631009,0
speed,1678499062050991223,0
speed,1678499063051668421,0
speed,1678499064053166765,0
speed,1678499065054770014,0
speed,1678499066053002748,0
speed,1678499067055666005,0
speed,1678499068053118771,0
speed,1678499069056970888,0
speed,1678499070052697450,0
speed,1678499071056010014,0
speed,1678499072056163100,0
speed,1678499073054041853,0
speed,1678499074054546207,0
speed,1678499075058776718,0
speed,1678499076057542992,0
speed,1678499077058520445,0
speed,1678499078055002917,0
speed,1678499079056737101,0
speed,1678499080054960092,0
speed,1678499081057939020,0
speed,1678499082057443786,0
speed,1678499083055219055,0
speed,1678499084056044399,0
speed,1678499085063734608,0
speed,1678499086059093849,0
speed,1678499087062061852,0
speed,1678499088058892760,0
speed,1678499089063883726,0
speed,1678499090059884094,0
speed,1678499091063560880,0
speed,1678499092059763298,1
speed,1678499093061421643,0
speed,1678499094061304553,0
speed,1678499095061945745,0
speed,1678499096060249792,0
speed,1678499097059324515,0
speed,1678499098058965491,0
speed,1678499099064068020,0
speed,1678499100062945434,0
speed,1678499101062257436,0
speed,1678499102062676100,0
speed,1678499103061784896,0
speed,1678499104062066864,0
speed,1678499105066868313,0
speed,1678499106063426653,0
speed,1678499107066483720,0
speed,1678499108064698517,0
speed,1678499109068550645,0
speed,1678499110070726087,0
speed,1678499111070115066,0
speed,1678499112066320243,0
speed,1678499113066781988,0
speed,1678499114066810207,0
speed,1678499115071710717,0
speed,1678499116069080450,0
speed,1678499117073714837,0
speed,1678499118068616342,0
speed,1678499119072000609,0
speed,1678499120070899217,1
speed,1678499121071832912,0
speed,1678499122070395137,0
speed,1678499123069910329,0
speed,1678499124071515399,0
speed,1678499125076498456,0
speed,1678499126073027154,0
speed,1678499127076256452,0
speed,1678499128075661799,0
speed,1678499129076587292,0
speed,1678499130075400740,0
speed,1678499131076820309,0
speed,1678499132075192531,0
speed,1678499133076700244,0
speed,1678499134075775393,0
speed,1678499135080012517,0
speed,1678499136076300587,1
speed,1678499137079945342,0
speed,1678499138077757474,0
speed,1678499139079082539,0
speed,1678499140077516609,0
speed,1678499141079903138,0
speed,1678499142076717405,0
speed,1678499143078079279,0
speed,1678499144078286646,0
speed,1678499145082050175,0
speed,1678499146079279526,0
speed,1678499147082120794,0
speed,1678499148078750328,0
speed,1678499149081838331,0
speed,1678499150078599966,0
speed,1678499151081662207,0
speed,1678499152079045155,0
speed,1678499153079271357,0
speed,1678499154079603140,0
speed,1678499155081834856,0
speed,1678499156085569427,0
speed,1678499157079874440,0
speed,1678499158081692231,0
speed,1678499159088951942,0
speed,1678499160081242685,0
speed,1678499161083777839,0
speed,1678499162080765051,0
speed,1678499163081605141,0
speed,1678499164081576969,0
speed,1678499165085006941,0
speed,1678499166084283796,0
speed,1678499167084511535,0
speed,1678499168082618007,0
speed,1678499169085246150,0
speed,1678499170082625878,0
speed,1678499171086170591,0
speed,1678499172082946907,0
speed,1678499173083567924,0
speed,1678499174086247883,0
speed,1678499175088881184,0
speed,1678499176088458335,0
speed,1678499177267398301,0
speed,1678499178703981877,0
speed,1678499179697532938,0
speed,1678499180699883220,0
speed,1678499181698792461,0
speed,1678499182696272405,0
speed,1678499183700630970,0
speed,1678499184701352090,0
speed,1678499185700637247,0
speed,1678499186701411821,0
speed,1678499187701677869,0
speed,1678499188701755177,0
speed,1678499189702119158,0
speed,1678499190702730905,0
speed,1678499191703117975,0
speed,1678499192701130761,0
speed,1678499193704490208,0
speed,1678499194704081586,0
speed,1678499195705380034,0
speed,1678499196705575275,0
speed,1678499197706957854,0
speed,1678499198706967490,0
speed,1678499199706915833,0
speed,1678499200706283515,0
speed,1678499201706799317,0
speed,1678499202703919127,0
speed,1678499203706113830,0
speed,1678499204708177086,0
speed,1678499205708611464,0
speed,1678499206708565232,0
speed,1678499207708766452,0
speed,1678499208706748282,0
speed,1678499209710470518,0
speed,1678499210711072957,0
speed,1678499211710983121,0
speed,1678499212708237336,0
speed,1678499213712071584,0
speed,1678499214711683131,0
speed,1678499215711918637,0
speed,1678499216708680652,0
speed,1678499217711605153,0
speed,1678499218710505335,0
speed,1678499219712438458,0
speed,1678499220714770647,0
speed,1678499221713946528,0
speed,1678499222711689727,0
speed,1678499223715350153,0
speed,1678499224714715223,0
speed,1678499225718116502,0
speed,1678499226719785832,0
speed,1678499227716177160,0
speed,1678499228716912558,0
speed,1678499229717143440,0
speed,1678499230716433664,0
speed,1678499231717052942,0
speed,1678499232713850608,0
speed,1678499233716869405,0
speed,1678499234717116055,0
speed,1678499235717592399,0
speed,1678499236727091038,0
speed,1678499237718468548,0
speed,1678499238719191319,0
speed,1678499239718613436,0
speed,1678499240719074455,0
speed,1678499241718972312,0
speed,1678499242715493810,0
speed,1678499243718695966,0
speed,1678499244718880040,0
speed,1678499245719335942,0
speed,1678499246719012903,0
speed,1678499247718908828,0
speed,1678499248718279558,0
speed,1678499249719851676,0
speed,1678499250719481742,0
speed,1678499251719194106,0
speed,1678499252718518513,0
speed,1678499253720935913,0
speed,1678499254721058972,0
speed,1678499255721199956,0
speed,1678499256721700578,0
speed,1678499257721644548,0
speed,1678499258722587993,0
speed,1678499259721731519,0
speed,1678499260721479212,0
speed,1678499261721530764,0
speed,1678499262719121987,0
speed,1678499263723786937,0
speed,1678499265742010608,0
speed,1678499266739391187,0
speed,1678499267739352993,0
speed,1678499268740941454,0
speed,1678499269739941308,0
speed,1678499270740753752,0
speed,1678499271749488922,0
speed,1678499272738127878,0
speed,1678499273741936350,0
speed,1678499274741900136,0
speed,1678499275742523140,0
speed,1678499276815292024,0
speed,1678499277771828685,0
speed,1678499278774704914,0
speed,1678499279776141011,0
speed,1678499280780657652,0
speed,1678499281781538093,0
speed,1678499282777405580,0
speed,1678499283778128537,0
speed,1678499284778770670,0
speed,1678499285780071708,0
speed,1678499286779574962,0
speed,1678499287779054994,0
speed,1678499288780739227,0
speed,1678499289781201033,0
speed,1678499290779428862,0
speed,1678499291782054876,0
speed,1678499292778064359,0
speed,1678499293781664543,0
speed,1678499294781578579,0
speed,1678499295783074166,0
speed,1678499296782605929,0
speed,1678499297784500015,0
speed,1678499298784569286,0
speed,1678499299784177944,0
speed,1678499300784895399,0
speed,1678499301785078908,0
speed,1678499302781388458,0
speed,1678499303785723132,0
speed,1678499304785796716,0
speed,1678499305784838183,0
speed,1678499306785943643,0
speed,1678499307786376671,0
speed,1678499308786435491,0
speed,1678499309788237475,0
speed,1678499310788297142,0
speed,1678499311787262975,0
speed,1678499312785664289,0
speed,1678499313789839451,0
speed,1678499314792196671,0
speed,1678499315791400133,0
speed,1678499316792109105,0
speed,1678499317793696511,0
speed,1678499318792005940,0
speed,1678499319792048169,0
speed,1678499320792107384,0
speed,1678499321792108898,0
speed,1678499322789030089,0
speed,1678499323791942208,0
speed,1678499324791421352,0
speed,1678499325792330800,0
speed,1678499326794057952,0
speed,1678499327793177902,0
speed,1678499328792454940,0
speed,1678499329794226175,0
speed,1678499330795991635,0
speed,1678499331792902418,0
speed,1678499332789378003,0
speed,1678499333792872839,0
speed,1678499334793388965,0
speed,1678499335794546549,0
speed,1678499336791910015,0
speed,1678499337795203942,0
speed,1678499338795657751,0
speed,1678499339796256826,0
speed,1678499340796674867,0
speed,1678499341797001614,0
speed,1678499342793876375,0
speed,1678499343797404557,0
speed,1678499344802275648,0
speed,1678499345798769703,0
speed,1678499346799546634,0
speed,1678499347799729671,0
speed,1678499348799501730,0
speed,1678499349800216284,0
speed,1678499350800222520,0
speed,1678499351800115586,0
speed,1678499352796715883,0
speed,1678499353800550116,0
speed,1678499354800841582,0
speed,1678499355800548478,0
speed,1678499356801982079,0
speed,1678499357813857133,0
speed,1678499358801640743,0
speed,1678499359802738534,0
speed,1678499360801315370,0
speed,1678499361804089821,0
speed,1678499362798464581,0
speed,1678499363816192264,0
speed,1678499365645852801,0
speed,1678499366642683650,0
speed,1678499367643591648,0
speed,1678499368644201583,0
speed,1678499369644415903,0
speed,1678499370643973049,0
speed,1678499371644222642,0
speed,1678499372640990768,0
speed,1678499373645336109,0
speed,1678499374645822436,0
speed,1678499375644586132,0
speed,1678499376645419030,0
speed,1678499377645475900,0
speed,1678499378645617828,0
speed,1678499379646254809,0
speed,1678499380646266438,0
speed,1678499381646631454,0
speed,1678499382643784794,0
speed,1678499383646777293,0
speed,1678499384647547479,0
speed,1678499385647318881,0
speed,1678499386647250026,0
speed,1678499387647787368,0
speed,1678499388647888575,0
speed,1678499389648250045,0
speed,1678499390648719541,0
speed,1678499391649332531,0
speed,1678499392647106600,0
speed,1678499393652824442,0
speed,1678499394651166693,0
speed,1678499395649068226,0
speed,1678499396649595621,0
speed,1678499397653358352,0
speed,1678499398654488825,0
speed,1678499399655049466,0
speed,1678499400658223367,0
speed,1678499402248529572,0
speed,1678499403250679487,0
speed,1678499404250856722,0
speed,1678499405251179065,0
speed,1678499406251866567,0
speed,1678499407251079819,0
speed,1678499408250738176,0
speed,1678499409259601803,0
speed,1678499410251124062,0
speed,1678499411251457742,0
speed,1678499412249260204,0
speed,1678499413252845370,0
speed,1678499414254347908,0
speed,1678499415253077930,0
speed,1678499416253119609,0
speed,1678499417253748736,0
speed,1678499418253073195,0
speed,1678499419252974632,0
speed,1678499420253597161,0
speed,1678499421252975334,0
speed,1678499422249817967,0
speed,1678499423253519542,0
speed,1678499424258186841,0
speed,1678499425252995398,0
speed,1678499426253377390,0
speed,1678499427253873709,0
speed,1678499428254202744,0
speed,1678499429254927926,0
speed,1678499430254741561,0
speed,1678499431256250807,0
speed,1678499432254630458,0
speed,1678499433252602826,0
speed,1678499434255976653,0
speed,1678499435255529328,0
speed,1678499436256322516,0
speed,1678499437257255187,0
speed,1678499438257719118,0
speed,1678499439257421240,0
speed,1678499440254639749,0
speed,1678499441259885208,0
speed,1678499442255904729,45
speed,1678499443254948754,0
speed,1678499444257810921,0
speed,1678499445257593700,0
speed,1678499446258005018,0
speed,1678499447258326134,0
speed,1678499448259826202,0
speed,1678499449260390295,0
speed,1678499450260533981,0
speed,1678499451260267156,0
speed,1678499452257072815,0
speed,1678499453259251756,0
speed,1678499454259768584,0
speed,1678499455259316626,0
speed,1678499456259634456,0
speed,1678499457260454995,0
speed,1678499458259768784,0
speed,1678499459259718925,0
speed,1678499460260239066,0
speed,1678499461260931449,0
speed,1678499462257243415,0
speed,1678499463258189869,0
speed,1678499464261741196,0
speed,1678499465262552609,0
speed,1678499466263325278,0
speed,1678499467262932912,0
speed,1678499468263180596,0
speed,1678499469262744699,0
speed,1678499470263382077,0
speed,1678499471264006647,0
speed,1678499472262814888,0
speed,1678499473262602550,0
speed,1678499474265126856,0
speed,1678499475264713124,0
speed,1678499476265330845,0
speed,1678499477265561543,0
speed,1678499478265103139,0
speed,1678499479264983591,0
speed,1678499480264763059,0
speed,1678499481265186172,0
speed,1678499482262222345,0
speed,1678499483263336502,0
speed,1678499484266776576,0
speed,1678499485265415144,0
speed,1678499486265796562,0
speed,1678499487267487608,0
speed,1678499488266864359,0
speed,1678499489266937671,0
speed,1678499490267299838,0
speed,1678499491268070183,0
speed,1678499492265801607,0
speed,1678499493268239705,0
speed,1678499494269270114,0
speed,1678499495269344912,0
speed,1678499496277117761,0
speed,1678499497268927447,0
speed,1678499498269207987,0
speed,1678499499268321670,0
speed,1678499500268897894,0
speed,1678499501268532257,0
speed,1678499502267918294,0
speed,1678499503269882435,0
speed,1678499504271547468,0
speed,1678499505269818011,0
speed,1678499506269391669,0
speed,1678499507269994124,0
speed,1678499508269581281,0
speed,1678499509269771406,0
speed,1678499510269936431,0
speed,1678499511269865734,0
speed,1678499512267215173,0
speed,1678499513271202204,0
speed,1678499514270264864,0
speed,1678499515270725118,0
speed,1678499516267692027,0
speed,1678499517270305080,0
speed,1678499518270475455,0
speed,1678499519270998643,0
speed,1678499520271036008,0
speed,1678499521271722277,0
speed,1678499522268854785,0
speed,1678499523268834247,0
speed,1678499524271825089,0
speed,1678499525272107630,0
speed,1678499526272850900,0
speed,1678499527272184137,0
speed,1678499528271888156,0
speed,1678499529272717585,0
speed,1678499530273019419,0
speed,1678499531273220426,0
speed,1678499532269694392,0
speed,1678499533272169655,0
speed,1678499534273351342,0
speed,1678499535273809916,0
speed,1678499536274478128,0
speed,1678499537275315509,0
speed,1678499538276749659,0
speed,1678499539276980961,0
speed,1678499540278030176,0
speed,1678499541277660817,0
speed,1678499542275306221,0
speed,1678499543275054004,0
speed,1678499544278046863,0
speed,1678499545277226900,0
speed,1678499546277765470,0
speed,1678499547277616082,0
speed,1678499548277278575,0
speed,1678499549277475442,0
speed,1678499550277767313,0
speed,1678499551277563308,0
speed,1678499552274668292,0
speed,1678499553274637158,0
speed,1678499554277733184,0
speed,1678499555278757673,0
speed,1678499556279545398,0
speed,1678499557277304928,0
speed,1678499558278195109,0
speed,1678499559278359050,0
speed,1678499560278100396,0
speed,1678499561278138098,0
speed,1678499562276784568,0
speed,1678499563275287449,0
speed,1678499564278951273,0
speed,1678499565279000293,0
speed,1678499566279478636,0
speed,1678499567279917557,0
speed,1678499568279899872,0
speed,1678499569280317030,0
speed,1678499570280701433,0
speed,1678499571279227160,0
speed,1678499572279112201,0
speed,1678499573295581089,0
speed,1678499574280814775,0
speed,1678499575280822379,0
speed,1678499576282226900,0
speed,1678499577281035670,0
speed,1678499578282866393,0
speed,1678499579282453914,0
speed,1678499580282849659,0
speed,1678499581282765622,0
speed,1678499582279952294,0
speed,1678499583282514175,0
speed,1678499584282915979,0
speed,1678499585283626585,0
speed,1678499586285069637,0
speed,1678499587284285474,0
speed,1678499588286970500,0
speed,1678499589284815527,0
speed,1678499590285432821,0
speed,1678499591286494333,0
speed,1678499592289808952,0
speed,1678499593287520350,0
speed,1678499594286614446,0
speed,1678499595286738796,0
speed,1678499596287630851,0
speed,1678499597288463692,0
speed,1678499598287851968,0
speed,1678499599288627890,0
speed,1678499600289649178,0
speed,1678499601287972528,0
speed,1678499602285948646,0
speed,1678499603289731898,0
speed,1678499604289471547,0
speed,1678499605289345679,0
speed,1678499606290019338,0
speed,1678499607290548575,0
speed,1678499608291013025,0
speed,1678499609291225241,0
speed,1678499610290200130,0
speed,1678499611290883912,0
speed,1678499612288080493,0
speed,1678499613290328851,0
speed,1678499614290156767,0
speed,1678499615290053281,0
speed,1678499616291186817,0
speed,1678499617290977142,0
speed,1678499618292102561,0
speed,1678499619293244025,0
speed,1678499620292246400,0
speed,1678499621293430319,0
speed,1678499622289769654,0
speed,1678499623292548201,0
speed,1678499624292935317,0
speed,1678499625294131022,0
speed,1678499626292789308,0
speed,1678499627292641752,0
speed,1678499628292796020,0
speed,1678499629291536608,0
speed,1678499630293125401,0
speed,1678499631293196087,0
speed,1678499632290449201,0
speed,1678499633294471783,0
speed,1678499634295036590,0
speed,1678499635294104540,0
speed,1678499636294961852,0
speed,1678499637294560742,0
speed,1678499638294744891,0
speed,1678499639294443995,0
speed,1678499640296430008,0
speed,1678499641294769550,0
speed,1678499642292019002,0
speed,1678499643295404231,0
speed,1678499644293225820,0
speed,1678499645296828138,0
speed,1678499646296697995,0
speed,1678499647296811343,0
speed,1678499648296957455,0
speed,1678499649296668471,0
speed,1678499650296877819,0
speed,1678499651296251605,0
speed,1678499652293945568,0
speed,1678499653296266311,0
speed,1678499654296906190,0
speed,1678499655296149262,0
speed,1678499656297779972,0
speed,1678499657297292684,0
speed,1678499658297874348,0
speed,1678499659298072373,0
speed,1678499660297781553,0
speed,1678499661314925357,0
speed,1678499662295565354,0
speed,1678499663298989143,0
speed,1678499664298506880,0
speed,1678499665298694822,0
speed,1678499666298929955,0
speed,1678499667300008937,0
speed,1678499668299790799,0
speed,1678499669299508655,0
speed,1678499670299602813,0
speed,1678499671300318271,0
speed,1678499672297688348,0
speed,1678499673300694884,0
speed,1678499674300753899,0
speed,1678499675302121395,0
speed,1678499676300661474,0
speed,1678499677300712531,0
speed,1678499678299175066,0
speed,1678499679300512003,0
speed,1678499680300240052,0
speed,1678499681299554099,0
speed,1678499682297756024,0
speed,1678499683297230284,0
speed,1678499684300820185,0
speed,1678499685301173089,0
speed,1678499686300044396,0
speed,1678499687300620534,0
speed,1678499688300670065,0
speed,1678499689300577101,0
speed,1678499690301404496,0
speed,1678499691301632630,0
speed,1678499692298077105,0
speed,1678499693303757744,0
speed,1678499694301761742,0
speed,1678499695301855984,0
speed,1678499696303123238,0
speed,1678499697301937550,0
speed,1678499698302481745,0
speed,1678499699302218868,0
speed,1678499700302763902,0
speed,1678499701303262222,0
speed,1678499702301276193,0
speed,1678499703300751196,0
speed,1678499704304068560,0
speed,1678499705304626163,0
speed,1678499706304644451,0
speed,1678499707304781179,0
speed,1678499708305079731,0
speed,1678499709304959853,0
speed,1678499710307078237,0
speed,1678499711305249476,0
speed,1678499712301616307,0
speed,1678499713301329256,0
speed,1678499714301366684,0
speed,1678499715304602417,0
speed,1678499716304519436,0
speed,1678499717303363603,0
speed,1678499718305108787,0
speed,1678499719305060294,0
speed,1678499720301759387,0
speed,1678499721304703527,0
speed,1678499722301922778,0
speed,1678499723310779420,0
speed,1678499724305294796,0
speed,1678499725303549411,0
speed,1678499726304110985,0
speed,1678499727306419057,0
speed,1678499728308003701,0
speed,1678499729303465854,0
speed,1678499730306900955,0
speed,1678499731307982644,0
speed,1678499732305441922,0
speed,1678499733308593233,0
speed,1678499734307716148,0
speed,1678499735309176127,0
speed,1678499736309258882,0
speed,1678499737309962989,0
speed,1678499738309058884,0
speed,1678499739308628372,0
speed,1678499740308970876,0
speed,1678499741309142188,0
speed,1678499742306583267,0
speed,1678499743309790805,0
speed,1678499744309025676,0
speed,1678499745309879701,0
